date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:53:50	26447/26447	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Jun%202022%2008:53:50%20GMT	https://outsourceo-128.webflow.io/portfolio/a-smart-urban-mobility-platform	C:/Users/hanak/Documents/Helix/Website/Helix%20Webflow/outsourceo-128.webflow.io/portfolio/a-smart-urban-mobility-platform.html	(from https://outsourceo-128.webflow.io/)
15:53:50	5423/5423	---M--	200	added ('OK')	image/png	etag:%22a6376c473845fd6744551e0d89668816%22	https://assets.website-files.com/6242b6a9cd3b4203c6374a4b/624306a6fc66307628779edd_project-logo-02.png	C:/Users/hanak/Documents/Helix/Website/Helix%20Webflow/assets.website-files.com/6242b6a9cd3b4203c6374a4b/624306a6fc66307628779edd_project-logo-02.png	(from https://outsourceo-128.webflow.io/)
15:53:51	21183/21183	---M--	200	added ('OK')	image/jpeg	etag:%22aeb1459dd0bd1d8baf505ecd9cc2c939%22	https://assets.website-files.com/6242b6a9cd3b4203c6374a4b/624306ca91d6f054e100ad9f_project-image-03.jpg	C:/Users/hanak/Documents/Helix/Website/Helix%20Webflow/assets.website-files.com/6242b6a9cd3b4203c6374a4b/624306ca91d6f054e100ad9f_project-image-03.jpg	(from https://outsourceo-128.webflow.io/)
15:53:51	26439/26439	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Jun%202022%2008:53:51%20GMT	https://outsourceo-128.webflow.io/portfolio/saas-lending-solution-for-loans	C:/Users/hanak/Documents/Helix/Website/Helix%20Webflow/outsourceo-128.webflow.io/portfolio/saas-lending-solution-for-loans.html	(from https://outsourceo-128.webflow.io/)
15:53:51	3927/3927	---M--	200	added ('OK')	image/png	etag:%22b6eb603ea05a689edf3e688068396593%22	https://assets.website-files.com/6242b6a9cd3b4203c6374a4b/624306d0a83875e6a944ee84_project-logo-04.png	C:/Users/hanak/Documents/Helix/Website/Helix%20Webflow/assets.website-files.com/6242b6a9cd3b4203c6374a4b/624306d0a83875e6a944ee84_project-logo-04.png	(from https://outsourceo-128.webflow.io/)
15:53:52	20752/20752	---M--	200	added ('OK')	image/jpeg	etag:%22a5c9709b3efaac49675725125659796a%22	https://assets.website-files.com/6242b6a9cd3b4203c6374a4b/624306efc4582bef6eec4cca_project-image-04.jpg	C:/Users/hanak/Documents/Helix/Website/Helix%20Webflow/assets.website-files.com/6242b6a9cd3b4203c6374a4b/624306efc4582bef6eec4cca_project-image-04.jpg	(from https://outsourceo-128.webflow.io/)
15:53:52	26392/26392	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Jun%202022%2008:53:52%20GMT	https://outsourceo-128.webflow.io/portfolio/custom-platform-for-insurance	C:/Users/hanak/Documents/Helix/Website/Helix%20Webflow/outsourceo-128.webflow.io/portfolio/custom-platform-for-insurance.html	(from https://outsourceo-128.webflow.io/)
15:53:52	3647/3647	---M--	200	added ('OK')	image/png	etag:%22b038ce4b9c353ce9fa727ddede0940f2%22	https://assets.website-files.com/6242b6a9cd3b4203c6374a4b/624306f75997ab8714e5a24a_project-logo-06.png	C:/Users/hanak/Documents/Helix/Website/Helix%20Webflow/assets.website-files.com/6242b6a9cd3b4203c6374a4b/624306f75997ab8714e5a24a_project-logo-06.png	(from https://outsourceo-128.webflow.io/)
15:53:52	25052/25052	---M--	200	added ('OK')	image/jpeg	etag:%222dd53bcb5543daff0f47b73aca8565c2%22	https://assets.website-files.com/6242b6a9cd3b4203c6374a4b/6243077e25d06038500b2450_project-image-05.jpg	C:/Users/hanak/Documents/Helix/Website/Helix%20Webflow/assets.website-files.com/6242b6a9cd3b4203c6374a4b/6243077e25d06038500b2450_project-image-05.jpg	(from https://outsourceo-128.webflow.io/)
15:53:53	26419/26419	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Jun%202022%2008:53:53%20GMT	https://outsourceo-128.webflow.io/portfolio/design-and-deployment-services	C:/Users/hanak/Documents/Helix/Website/Helix%20Webflow/outsourceo-128.webflow.io/portfolio/design-and-deployment-services.html	(from https://outsourceo-128.webflow.io/)
15:53:53	2071/2071	---M--	200	added ('OK')	image/png	etag:%223fd9359ecba290deed2753f55a52438f%22	https://assets.website-files.com/6242b6a9cd3b4203c6374a4b/624307891b98b3615047d84b_project-logo-03.png	C:/Users/hanak/Documents/Helix/Website/Helix%20Webflow/assets.website-files.com/6242b6a9cd3b4203c6374a4b/624307891b98b3615047d84b_project-logo-03.png	(from https://outsourceo-128.webflow.io/)
15:53:53	14852/14852	---M--	200	added ('OK')	image/jpeg	etag:%22c258802b71a658c45b8971a273f9108d%22	https://assets.website-files.com/6242b6a9cd3b4203c6374a4b/624307b1967e31eb65e7d709_project-image-06.jpg	C:/Users/hanak/Documents/Helix/Website/Helix%20Webflow/assets.website-files.com/6242b6a9cd3b4203c6374a4b/624307b1967e31eb65e7d709_project-image-06.jpg	(from https://outsourceo-128.webflow.io/)
15:53:53	26414/26414	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Jun%202022%2008:53:53%20GMT	https://outsourceo-128.webflow.io/portfolio/rewamping-systems-in-modern-healthcare	C:/Users/hanak/Documents/Helix/Website/Helix%20Webflow/outsourceo-128.webflow.io/portfolio/rewamping-systems-in-modern-healthcare.html	(from https://outsourceo-128.webflow.io/)
15:53:54	1969/1969	---M--	200	added ('OK')	image/png	etag:%2271a9953e4ad6f3173d49eb4bc57d3f87%22	https://assets.website-files.com/6242b6a9cd3b4203c6374a4b/624307b91e734d72c59f2d7f_project-logo-05.png	C:/Users/hanak/Documents/Helix/Website/Helix%20Webflow/assets.website-files.com/6242b6a9cd3b4203c6374a4b/624307b91e734d72c59f2d7f_project-logo-05.png	(from https://outsourceo-128.webflow.io/)
15:53:54	15208/15208	---M--	200	added ('OK')	image/png	etag:%22eb0faa5d684c8e25b9beb3f3d4fd79cb%22	https://assets.website-files.com/623cd800893cf70fad24035e/6241b0f6af2c1d43f7e01085_video-button-modern.png	C:/Users/hanak/Documents/Helix/Website/Helix%20Webflow/assets.website-files.com/623cd800893cf70fad24035e/6241b0f6af2c1d43f7e01085_video-button-modern.png	(from https://outsourceo-128.webflow.io/)
15:53:54	204692/204692	---M--	200	added ('OK')	image/jpeg	etag:%22cbf221218c55d618fd515d642aad732e%22	https://assets.website-files.com/623cd800893cf70fad24035e/625832cd4be17542a1e3dae5_video-banner%20(1).jpg	C:/Users/hanak/Documents/Helix/Website/Helix%20Webflow/assets.website-files.com/623cd800893cf70fad24035e/625832cd4be17542a1e3dae5_video-banner%20(1).jpg	(from https://outsourceo-128.webflow.io/)
15:53:54	24440/24440	---M--	200	added ('OK')	image/png	etag:%220c5f9a410a6c088eb7a8a605bfed4e54%22	https://assets.website-files.com/623cd800893cf70fad24035e/625832c6f2f222ee68bde76a_focus-img-02.png	C:/Users/hanak/Documents/Helix/Website/Helix%20Webflow/assets.website-files.com/623cd800893cf70fad24035e/625832c6f2f222ee68bde76a_focus-img-02.png	(from https://outsourceo-128.webflow.io/)
15:53:54	16966/16966	---M--	200	added ('OK')	image/png	etag:%22279a27fccab80395fe89da7ffd40db50%22	https://assets.website-files.com/623cd800893cf70fad24035e/625832c6dbc336d8a1907a81_focus-01.png	C:/Users/hanak/Documents/Helix/Website/Helix%20Webflow/assets.website-files.com/623cd800893cf70fad24035e/625832c6dbc336d8a1907a81_focus-01.png	(from https://outsourceo-128.webflow.io/)
15:53:55	11906/11906	---M--	200	added ('OK')	image/png	etag:%2230bf4e76b686f3eeed9349fcccac1ae2%22	https://assets.website-files.com/623cd800893cf70fad24035e/625832c51f25d9aff92f4b5c_focus-02.png	C:/Users/hanak/Documents/Helix/Website/Helix%20Webflow/assets.website-files.com/623cd800893cf70fad24035e/625832c51f25d9aff92f4b5c_focus-02.png	(from https://outsourceo-128.webflow.io/)
15:53:55	10802/10802	---M--	200	added ('OK')	image/png	etag:%22557456f1633a6145368a4920b5ba350a%22	https://assets.website-files.com/623cd800893cf70fad24035e/625832c5482aa7460939132a_focus-03.png	C:/Users/hanak/Documents/Helix/Website/Helix%20Webflow/assets.website-files.com/623cd800893cf70fad24035e/625832c5482aa7460939132a_focus-03.png	(from https://outsourceo-128.webflow.io/)
15:53:55	3047/3047	---M--	200	added ('OK')	image/png	etag:%2252514a5c0db21f2afe511770d961cd4d%22	https://assets.website-files.com/623cd800893cf70fad24035e/6241c27d4b58cf821c0c1644_client-01.png	C:/Users/hanak/Documents/Helix/Website/Helix%20Webflow/assets.website-files.com/623cd800893cf70fad24035e/6241c27d4b58cf821c0c1644_client-01.png	(from https://outsourceo-128.webflow.io/)
15:53:55	3798/3798	---M--	200	added ('OK')	image/png	etag:%2236aa1eee69e5e67c84e4c9a57d7b9159%22	https://assets.website-files.com/623cd800893cf70fad24035e/6241c27dad1a5b1593ffaea5_client-04.png	C:/Users/hanak/Documents/Helix/Website/Helix%20Webflow/assets.website-files.com/623cd800893cf70fad24035e/6241c27dad1a5b1593ffaea5_client-04.png	(from https://outsourceo-128.webflow.io/)
15:53:56	4429/4429	---M--	200	added ('OK')	image/png	etag:%225b98b3f3ba530e19de20d48682dd3efe%22	https://assets.website-files.com/623cd800893cf70fad24035e/6241c27e053eb7070af36aa4_client-02.png	C:/Users/hanak/Documents/Helix/Website/Helix%20Webflow/assets.website-files.com/623cd800893cf70fad24035e/6241c27e053eb7070af36aa4_client-02.png	(from https://outsourceo-128.webflow.io/)
15:53:56	2534/2534	---M--	200	added ('OK')	image/png	etag:%22b954eebb153e2b85a0d8dc7656f26aeb%22	https://assets.website-files.com/623cd800893cf70fad24035e/6241c27d3b702612a2e36a9f_client-05.png	C:/Users/hanak/Documents/Helix/Website/Helix%20Webflow/assets.website-files.com/623cd800893cf70fad24035e/6241c27d3b702612a2e36a9f_client-05.png	(from https://outsourceo-128.webflow.io/)
15:53:56	5759/5759	---M--	200	added ('OK')	image/png	etag:%22fa38d6c6cb86510bfd3460e578bcd7c0%22	https://assets.website-files.com/623cd800893cf70fad24035e/6241c27ead1a5be4b9ffaeab_client-03.png	C:/Users/hanak/Documents/Helix/Website/Helix%20Webflow/assets.website-files.com/623cd800893cf70fad24035e/6241c27ead1a5be4b9ffaeab_client-03.png	(from https://outsourceo-128.webflow.io/)
15:53:56	3309/3309	---M--	200	added ('OK')	image/png	etag:%2263038256a76659e3f6d0fb84eb873593%22	https://assets.website-files.com/623cd800893cf70fad24035e/6241c28afd75229bccb372c1_client-06.png	C:/Users/hanak/Documents/Helix/Website/Helix%20Webflow/assets.website-files.com/623cd800893cf70fad24035e/6241c28afd75229bccb372c1_client-06.png	(from https://outsourceo-128.webflow.io/)
15:53:57	12768/12768	---M--	200	added ('OK')	image/jpeg	etag:%22d3d8aafe17206ce8ce4e9c1c6838eb4f%22	https://assets.website-files.com/6242b6a9cd3b4203c6374a4b/62597bacf8b7cd245dcbe0a3_Video%202%20(2).jpg	C:/Users/hanak/Documents/Helix/Website/Helix%20Webflow/assets.website-files.com/6242b6a9cd3b4203c6374a4b/62597bacf8b7cd245dcbe0a3_Video%202%20(2).jpg	(from https://outsourceo-128.webflow.io/)
15:53:57	21006/21006	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Jun%202022%2008:53:57%20GMT	https://outsourceo-128.webflow.io/blog-posts/wordpress-website-audit-by-a-maintenance-company	C:/Users/hanak/Documents/Helix/Website/Helix%20Webflow/outsourceo-128.webflow.io/blog-posts/wordpress-website-audit-by-a-maintenance-company.html	(from https://outsourceo-128.webflow.io/)
15:53:57	48091/48091	---M--	200	added ('OK')	image/jpeg	etag:%22889e798bb919f0a4350fe6a6a7fe5162%22	https://assets.website-files.com/6242b6a9cd3b4203c6374a4b/625978c5154e923f3b8377c9_Mask-Group-11%20(1).jpg	C:/Users/hanak/Documents/Helix/Website/Helix%20Webflow/assets.website-files.com/6242b6a9cd3b4203c6374a4b/625978c5154e923f3b8377c9_Mask-Group-11%20(1).jpg	(from https://outsourceo-128.webflow.io/)
15:53:58	21586/21586	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Jun%202022%2008:53:57%20GMT	https://outsourceo-128.webflow.io/blog-posts/everything-you-need-to-know-about-design-system	C:/Users/hanak/Documents/Helix/Website/Helix%20Webflow/outsourceo-128.webflow.io/blog-posts/everything-you-need-to-know-about-design-system.html	(from https://outsourceo-128.webflow.io/)
15:53:58	88830/88830	---M--	200	added ('OK')	image/jpeg	etag:%22979a237526714d125a436271c19b9f2b%22	https://assets.website-files.com/6242b6a9cd3b4203c6374a4b/625979335e78a47fdd8bd859_case-detail-img-01.jpg	C:/Users/hanak/Documents/Helix/Website/Helix%20Webflow/assets.website-files.com/6242b6a9cd3b4203c6374a4b/625979335e78a47fdd8bd859_case-detail-img-01.jpg	(from https://outsourceo-128.webflow.io/)
15:53:58	19639/19639	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Jun%202022%2008:53:58%20GMT	https://outsourceo-128.webflow.io/blog-posts/a-helpful-guide-for-overcoming-design-frustration	C:/Users/hanak/Documents/Helix/Website/Helix%20Webflow/outsourceo-128.webflow.io/blog-posts/a-helpful-guide-for-overcoming-design-frustration.html	(from https://outsourceo-128.webflow.io/)
15:53:58	12627/12627	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Jun%202022%2008:53:58%20GMT	https://outsourceo-128.webflow.io/blog-category/healthcare	C:/Users/hanak/Documents/Helix/Website/Helix%20Webflow/outsourceo-128.webflow.io/blog-category/healthcare.html	(from https://outsourceo-128.webflow.io/)
15:53:59	12614/12614	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Jun%202022%2008:53:59%20GMT	https://outsourceo-128.webflow.io/blog-category/cyber-security	C:/Users/hanak/Documents/Helix/Website/Helix%20Webflow/outsourceo-128.webflow.io/blog-category/cyber-security.html	(from https://outsourceo-128.webflow.io/)
15:53:59	12124/12124	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Jun%202022%2008:53:59%20GMT	https://outsourceo-128.webflow.io/blog-category/lbs	C:/Users/hanak/Documents/Helix/Website/Helix%20Webflow/outsourceo-128.webflow.io/blog-category/lbs.html	(from https://outsourceo-128.webflow.io/)
15:53:59	13061/13061	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Jun%202022%2008:53:59%20GMT	https://outsourceo-128.webflow.io/blog-category/fintech	C:/Users/hanak/Documents/Helix/Website/Helix%20Webflow/outsourceo-128.webflow.io/blog-category/fintech.html	(from https://outsourceo-128.webflow.io/)
15:54:00	12564/12564	---M-Z	200	added ('OK')	text/html	date:Fri,%2003%20Jun%202022%2008:54:00%20GMT	https://outsourceo-128.webflow.io/blog-category/news	C:/Users/hanak/Documents/Helix/Website/Helix%20Webflow/outsourceo-128.webflow.io/blog-category/news.html	(from https://outsourceo-128.webflow.io/)
